china_total_gross,budget,running_time,release_order_CN_first,star_power_sum
3453141.0,125000000.0,123.0,0,144693862
3376447.0,103000000.0,155.0,0,0
10800219.0,48000000.0,118.0,1,90774479
1168081.0,30000000.0,124.0,0,0
6880952.0,93000000.0,178.0,0,385912934
849069.0,60000000.0,90.0,0,195477134
3477429.0,98000000.0,130.0,0,0
2137721.0,115000000.0,100.0,0,0
1294898.0,50000000.0,127.0,0,304507613
2989677.0,94000000.0,179.0,0,487611825
839834.0,59000000.0,81.0,0,718141292
1262377.0,52000000.0,141.0,0,285919715
1936305.0,60000000.0,119.0,0,90235156
10427541.0,94000000.0,201.0,0,487611825
982229.0,137000000.0,138.0,0,0
2454581.0,150000000.0,138.0,0,323186394
2108767.0,60000000.0,111.0,0,0
994472.0,40000000.0,89.0,0,0
202519.0,30000000.0,97.0,0,0
1361040.0,60000000.0,135.0,0,0
1498663.0,150000000.0,93.0,0,195477134
2500000.0,130000000.0,142.0,0,1088516816
1600000.0,30000000.0,127.0,0,0
9839826.0,125000000.0,124.0,1,0
4100000.0,175000000.0,163.0,1,262208524
1938000.0,75000000.0,90.0,0,186525896
1662020.0,120000000.0,115.0,0,153108323
1809631.0,75000000.0,108.0,0,90235156
2600723.0,50000000.0,80.0,0,0
665860.0,75000000.0,99.0,0,63976865
18952265.0,20000000.0,99.0,1,0
3032810.0,20000000.0,97.0,0,0
2436417.0,25000000.0,97.0,0,0
250941.0,31000000.0,98.0,0,781310416
1851116.0,45000000.0,113.0,0,0
172650.0,57000000.0,95.0,0,0
77630000.0,160000000.0,123.0,0,358906359
11500000.0,150000000.0,157.0,1,1088516816
7800000.0,180000000.0,143.0,0,0
6546031.0,132000000.0,116.0,0,144693862
12684023.0,207000000.0,187.0,0,120238144
7508590.0,110000000.0,114.07953063885267,0,100267327
10161479.0,150000000.0,126.0,0,144693862
1049000.0,150000000.0,140.0,0,155626837
3049029.0,80000000.0,128.0,1,45774257
3773735.0,75000000.0,129.0,1,0
3751032.0,32000000.0,87.0,0,104639373
3210338.0,135000000.0,121.0,0,0
16793054.0,30000000.0,87.0,0,0
269196633.0,100000000.0,112.0,0,0
13206121.0,125000000.0,149.0,1,334158605
4550647.0,80000000.0,91.0,0,718141292
11735457.0,150000000.0,144.0,0,198323137
8000000.0,270000000.0,154.0,0,0
386573.0,100000000.0,108.0,0,120145773
2401750.0,35000000.0,109.0,0,50057162
848578.0,55000000.0,117.0,0,153108323
4376272.0,100000000.0,104.0,0,0
1409498.0,82500000.0,107.0,0,63976865
2034083.0,85000000.0,86.0,1,0
8800000.0,160000000.0,98.0,0,0
3800000.0,75000000.0,126.0,0,0
3763495.0,135000000.0,132.0,0,0
2901627.0,65000000.0,129.0,0,37154717
7439.0,12000000.0,104.0,0,0
1584949.0,86000000.0,94.0,0,0
2920958.0,15000000.0,87.0,0,0
2620617.0,21000000.0,145.0,0,0
451339.0,60000000.0,140.0,0,0
17755620.0,75000000.0,97.0,0,0
16970000.0,300000000.0,169.0,0,598861082
19410000.0,150000000.0,138.0,0,1088516816
1009994.0,160000000.0,93.0,0,195477134
37218823.0,150000000.0,144.0,0,93763270
2871850.0,150000000.0,111.0,0,0
3104752.0,110000000.0,115.0,0,90235156
3979257.0,110000000.0,128.0,0,57957984
4928803.0,180000000.0,113.0,0,244097394
3759994.0,110000000.0,110.0,0,37154717
4819908.0,34000000.0,87.0,0,295290085
3245468.0,61000000.0,124.0,0,0
17109185.0,15000000.0,157.0,0,0
26024298.0,130000000.0,92.0,0,120238144
14703313.0,150000000.0,92.0,1,153108323
5278943.0,150000000.0,89.0,0,105313956
20623947.0,200000000.0,106.0,1,198323137
15274332.0,140000000.0,126.0,1,194135346
12522570.0,225000000.0,150.0,0,0
17450787.0,145000000.0,112.0,0,0
2280068.0,15000000.0,114.07953063885267,0,0
6578259.0,150000000.0,96.0,0,0
10851097.0,105000000.0,109.0,0,0
9336251.0,150000000.0,112.0,0,0
9923386.0,60000000.0,93.0,0,0
2035239.0,25000000.0,90.0,1,75769687
2402985.0,130000000.0,165.0,0,165920030
8374867.0,75000000.0,121.0,0,144693862
2366875.0,85000000.0,114.07953063885267,0,0
128612.0,90000000.0,96.0,0,0
711654.0,30000000.0,111.0,0,0
1880542.0,70000000.0,112.0,0,0
3184713.0,120000000.0,135.0,0,0
1228608.0,70000000.0,90.0,0,270263803
45279870.0,110000000.0,116.0,0,558806835
202619650.0,237000000.0,162.0,0,379171415
65837290.0,200000000.0,149.0,1,93763270
68670540.0,200000000.0,158.0,1,0
8916639.0,150000000.0,127.0,0,118516935
27700000.0,135000000.0,94.0,0,0
68445823.0,160000000.0,148.0,0,175732847
13465361.0,165000000.0,93.0,0,195477134
7919827.0,200000000.0,124.0,1,497504997
18569138.0,155000000.0,113.0,0,0
18889822.0,170000000.0,125.0,0,0
610348.0,100000000.0,116.0,0,0
4527705.0,150000000.0,103.0,0,0
21640678.0,60000000.0,96.0,0,0
20745800.0,100000000.0,103.0,0,450693809
31778656.0,80000000.0,103.0,0,159257108
13419677.0,117000000.0,109.0,0,264749148
9048334.0,150000000.0,109.0,0,37154717
4670433.0,80000000.0,97.0,0,0
7147135.0,70000000.0,133.0,0,325087839
48240000.0,150000000.0,102.0,0,210209289
1383937.0,38000000.0,134.0,0,231324569
106226155.0,97000000.0,137.0,1,120145773
165100000.0,195000000.0,154.0,0,93763270
70000000.0,250000000.0,137.0,1,334354208
92174033.0,150000000.0,90.0,0,120238144
3455044.0,90000000.0,96.0,1,0
30833638.0,93000000.0,105.0,0,0
11850000.0,85000000.0,91.0,0,63976865
19804848.0,120000000.0,119.0,0,120055286
25190840.0,70000000.0,116.0,0,0
17328244.0,60000000.0,111.0,0,0
10120593.0,32000000.0,93.0,0,0
14088244.0,40000000.0,93.0,0,104639373
86300000.0,220000000.0,143.0,1,931220489
59330000.0,200000000.0,143.0,0,198323137
52785334.0,250000000.0,164.0,0,79857150
67891012.0,95000000.0,88.0,0,718141292
31513925.0,145000000.0,95.0,0,105313956
27049819.0,78000000.0,142.0,0,162046822
77246700.0,225000000.0,106.0,1,384432892
90806000.0,120000000.0,127.0,0,0
9900000.0,61000000.0,158.0,0,120145773
2650000.0,100000000.0,165.0,0,175732847
43928666.0,200000000.0,194.0,0,265201441
48000000.0,79000000.0,94.0,0,200555391
48328711.0,209000000.0,131.0,1,75769687
16059636.0,125000000.0,135.0,0,333874652
17270000.0,65000000.0,95.0,0,0
15090000.0,60000000.0,130.0,0,144693862
17980550.0,125000000.0,118.0,0,0
20230000.0,30000000.0,113.0,1,57957984
5777837.0,55000000.0,88.0,0,257293092
4470000.0,50000000.0,95.0,0,0
121200000.0,200000000.0,130.0,1,497504997
52980000.0,76000000.0,98.0,0,128095106
27920000.0,130000000.0,146.0,1,162046822
66490000.0,160000000.0,130.0,0,659461308
70680000.0,100000000.0,91.0,0,161957783
63440000.0,225000000.0,143.0,0,0
55340000.0,170000000.0,112.0,1,769436593
63310000.0,135000000.0,98.0,0,109362623
25910000.0,215000000.0,130.0,0,0
57045659.0,190000000.0,132.0,0,588350228
40570000.0,120000000.0,126.0,0,120145773
111940000.0,190000000.0,131.0,0,131012268
53840000.0,130000000.0,110.0,0,200555391
13340000.0,105000000.0,143.0,0,175732847
22950000.0,75000000.0,115.0,0,294054530
22060000.0,105000000.0,105.0,0,0
31620000.0,92000000.0,98.0,0,57957984
23860000.0,120000000.0,124.0,0,205015696
25690000.0,115000000.0,109.0,0,90235156
18140000.0,135000000.0,96.0,0,208450433
8030000.0,100000000.0,102.0,0,0
12940000.0,215000000.0,150.0,0,127507415
2810000.0,40000000.0,138.0,0,468540644
34480000.0,130000000.0,100.0,0,153108323
28470000.0,150000000.0,131.0,0,0
8490000.0,195000000.0,114.0,0,107538343
5820000.0,70000000.0,119.0,0,60321834
8980000.0,84000000.0,116.0,0,137847762
22710000.0,110000000.0,114.0,0,90746531
55890000.0,63000000.0,127.0,0,0
7990000.0,55000000.0,91.0,0,73825096
4260000.0,60000000.0,130.0,0,0
3920000.0,70000000.0,99.0,0,0
4960000.0,22000000.0,100.0,0,104639373
7790000.0,45000000.0,107.0,0,82462154
1030000.0,12000000.0,128.0,0,210209289
301000000.0,210000000.0,165.0,1,0
86346366.0,170000000.0,121.0,0,1142426983
47720000.0,180000000.0,97.0,0,0
115620000.0,170000000.0,136.0,1,733588364
107355317.0,170000000.0,130.0,0,0
121990000.0,165000000.0,169.0,0,0
83765749.0,165000000.0,102.0,0,0
65100000.0,145000000.0,102.0,0,0
39400000.0,103000000.0,101.0,1,0
62130000.0,125000000.0,101.0,0,0
44780000.0,40000000.0,89.0,0,362377586
40730000.0,132000000.0,92.0,1,0
65660000.0,178000000.0,113.0,1,144693862
47072923.0,127000000.0,98.0,0,179139052
23990000.0,34000000.0,113.0,0,0
12320000.0,85000000.0,139.0,0,89468594
19130000.0,145000000.0,92.0,0,0
16790174.0,55000000.0,95.0,0,0
13170000.0,100000000.0,98.0,0,200555391
50820000.0,100000000.0,117.0,0,0
19180000.0,68000000.0,134.0,0,194030597
66240000.0,66000000.0,132.0,1,0
17340000.0,50000000.0,89.0,0,0
5400000.0,65000000.0,137.0,0,0
7390000.0,70000000.0,118.0,0,167669148
26210000.0,60000000.0,105.0,1,102565677
4960000.0,42000000.0,85.0,0,75769687
15630000.0,100000000.0,105.0,0,0
27560000.0,95000000.0,102.0,1,0
20280000.0,100000000.0,119.0,1,187829249
7560000.0,65000000.0,92.0,0,0
29840000.0,28000000.0,90.0,0,188642114
13773172.0,35000000.0,123.0,0,0
85763002.0,160000000.0,129.0,1,627149705
5331602.0,16000000.0,110.0,0,37154717
228740000.0,150000000.0,124.0,1,396760013
390910000.0,190000000.0,137.0,0,764100681
240110000.0,250000000.0,141.0,0,891156021
68490000.0,74000000.0,91.0,0,84523791
83509789.0,245000000.0,148.0,0,331355182
15314000.0,175000000.0,95.0,0,0
94932731.0,108000000.0,144.0,0,90235156
71570000.0,95000000.0,105.0,1,0
58684119.0,135000000.0,156.0,0,175732847
18701176.0,80000000.0,89.0,0,63976865
103190000.0,110000000.0,114.0,0,200555391
113250000.0,155000000.0,126.0,0,82462154
74667000.0,81000000.0,129.0,0,217852287
32200000.0,48000000.0,108.0,0,75769687
8762372.0,74000000.0,92.0,0,0
29575097.0,61000000.0,131.0,0,0
18039876.0,110000000.0,119.0,0,89468594
255747040.0,37000000.0,127.0,1,0
5702428.0,99000000.0,88.0,1,0
15350000.0,88000000.0,105.0,0,63976865
19240000.0,190000000.0,130.0,0,77433992
15446746.0,55000000.0,121.0,0,0
44620000.0,176000000.0,127.0,0,0
35598525.0,140000000.0,127.0,0,482546819
27404245.0,90000000.0,106.0,0,270263803
39403259.0,105000000.0,114.0,1,0
3450000.0,150000000.0,111.0,0,120145773
16400000.0,49000000.0,114.07953063885267,0,120145773
3530000.0,60000000.0,107.0,0,429181104
5400980.0,26000000.0,117.0,0,72207906
3010322.0,28000000.0,96.0,0,241969492
19881127.0,58000000.0,104.0,0,72207906
180794517.0,250000000.0,147.0,1,1069106641
69484899.0,200000000.0,133.0,0,0
150431684.0,175000000.0,106.0,1,131012268
58307653.0,75000000.0,87.0,0,0
95769365.0,250000000.0,152.0,1,63161807
85963412.0,180000000.0,132.0,0,0
109194913.0,165000000.0,115.0,1,1095799039
31379920.0,75000000.0,108.0,0,302055752
154304371.0,145000000.0,95.0,1,120238144
35916658.0,30000000.0,128.0,0,0
225547500.0,160000000.0,123.0,1,0
66904818.0,120000000.0,123.0,0,90235156
66059140.0,105000000.0,94.0,0,718141292
75359650.0,165000000.0,114.07953063885267,1,0
46152613.0,180000000.0,110.0,0,0
75872971.0,73000000.0,97.0,1,210209289
7913005.0,125000000.0,92.0,1,0
65170090.0,185000000.0,122.0,0,248766495
170962106.0,150000000.0,103.0,1,90235156
159548686.0,40000000.0,107.0,0,0
58780778.0,170000000.0,113.0,1,127507415
17017610.0,110000000.0,127.0,0,136242527
58933101.0,135000000.0,112.0,0,0
8985153.0,60000000.0,96.0,0,110186868
22365730.0,125000000.0,115.0,0,0
19371553.0,75000000.0,121.0,1,110186868
746833.0,35000000.0,123.0,0,0
52302200.0,60000000.0,99.0,0,60321834
15884890.0,47000000.0,116.0,0,333874652
20995699.0,140000000.0,117.0,0,0
11461078.0,70000000.0,87.0,1,0
62124942.0,40000000.0,139.0,0,130404920
16952540.0,115000000.0,114.0,1,301811406
8968438.0,60000000.0,118.0,1,144693862
2534618.0,12000000.0,118.0,0,45774257
10507817.0,110000000.0,107.0,0,0
4330432.0,85000000.0,124.0,0,100267327
15291870.0,17000000.0,86.0,0,0
1719814.0,19000000.0,96.0,0,0
1167763.0,9000000.0,137.0,0,0
6372757.0,60000000.0,101.0,0,133032045
3172378.0,45000000.0,133.0,0,0
970358.0,23000000.0,106.0,0,120145773
1723895.0,40000000.0,105.0,0,0
219921.0,15670000.0,138.0,0,0
392807017.0,250000000.0,136.0,1,575458567
158171566.0,80000000.0,89.0,0,128095106
77946567.0,90000000.0,119.0,0,732526906
854248869.0,30100000.0,123.0,1,0
100663260.0,200000000.0,136.0,1,1150000768
112226154.0,180000000.0,130.0,1,975732709
90498909.0,149000000.0,141.0,1,0
172277290.0,230000000.0,129.0,1,496295405
228842508.0,217000000.0,154.0,0,79889778
168188002.0,185000000.0,118.0,0,795207705
50970494.0,100000000.0,106.0,0,0
112150301.0,150000000.0,140.0,0,0
15929849.0,84000000.0,105.0,0,120145773
71546430.0,104000000.0,141.0,0,81609760
91707392.0,125000000.0,111.0,1,144693862
34685958.0,55000000.0,114.0,1,0
164066583.0,85000000.0,107.0,0,270263803
6114589.0,80000000.0,104.0,0,133032045
26457430.0,111000000.0,108.0,0,0
11651565.0,150000000.0,164.0,0,324956988
254531595.0,65000000.0,107.0,0,0
45400330.0,97000000.0,122.0,0,0
16576214.0,34000000.0,113.0,0,0
62073823.0,177200000.0,136.0,0,0
65667015.0,120000000.0,109.0,0,0
88226996.0,22000000.0,100.0,0,210209289
25558593.0,60000000.0,90.0,0,0
21146741.0,30000000.0,118.0,0,208450433
29327947.0,110000000.0,107.0,0,302055752
8353642.0,175000000.0,126.0,1,75529790
81205559.0,35000000.0,113.0,1,0
4246955.0,100000000.0,124.0,0,0
9645728.0,4800000.0,96.0,0,0
5867377.0,5300000.0,89.0,0,0
7360380.0,6500000.0,99.0,0,0
22703590.0,23000000.0,117.0,1,0
1437867.0,30000000.0,114.07953063885267,0,0
261224207.0,170000000.0,128.0,1,396760013
13980037.0,52000000.0,134.0,0,0
57300000.0,200000000.0,134.0,1,127507415
218471784.0,175000000.0,140.0,0,0
153033208.0,130000000.0,113.0,1,104639373
39259191.0,175000000.0,112.0,0,0
32222566.0,80000000.0,97.0,0,63976865
3907985.0,75000000.0,85.0,0,339583733
170846880.0,135000000.0,114.0,0,0
156381897.0,120000000.0,107.0,1,200555391
601894.0,75000000.0,114.0,0,50057162
16473217.0,275000000.0,135.0,1,0
26289410.0,50000000.0,95.0,0,0
34446117.0,17000000.0,90.0,0,0
71039621.0,23000000.0,130.0,0,101698891
98444095.0,125000000.0,102.0,0,200555391
99488362.0,150000000.0,111.0,1,294288050
48720608.0,62000000.0,143.0,1,0
78497836.0,94000000.0,119.0,1,0
1650573.0,30000000.0,114.07953063885267,0,0
2500000.0,50000000.0,130.0,0,54617735
1500000.0,50000000.0,116.0,0,0
16238604.0,120000000.0,99.0,1,162887511
31230913.0,88000000.0,107.0,0,222412650
24911489.0,25000000.0,89.0,0,0
2722512.0,42000000.0,105.0,0,120238144
4558443.0,8500000.0,100.0,0,0
16604429.0,51000000.0,96.0,0,0
205958.0,32000000.0,110.0,0,0
1513341.0,59000000.0,86.0,0,127507415
7466309.0,100000000.0,128.0,0,0
8895647.0,40000000.0,117.0,0,0
1609857.0,35000000.0,96.0,0,0
3250029.0,30000000.0,107.0,0,57957984
10338614.0,40000000.0,115.0,0,843973720
13655054.0,35000000.0,103.0,0,0
614316021.0,356000000.0,181.0,1,891156021
120446631.0,260000000.0,118.0,1,0
122319598.0,150000000.0,103.0,1,210209289
154070663.0,160000000.0,123.0,1,490870722
29103284.0,200000000.0,100.0,1,110186868
53481575.0,183000000.0,128.0,1,153108323
41171901.0,125000000.0,123.0,1,732526906
201000988.0,200000000.0,137.0,0,436207032
54541969.0,129000000.0,104.0,0,0
48805709.0,185000000.0,119.0,1,0
93700000.0,150000000.0,104.0,1,72207906
22338715.0,80000000.0,86.0,0,90746531
133397094.0,170000000.0,122.0,0,0
135400000.0,170000000.0,132.0,1,0
43800000.0,100000000.0,132.0,1,0
21889698.0,170000000.0,112.0,1,0
28186928.0,40000000.0,130.0,0,493613222
50637863.0,185000000.0,128.0,1,82462154
44474756.0,110000000.0,114.0,1,301811406
3230237.0,13000000.0,122.0,0,0
2700000.0,99000000.0,107.0,0,396760013
33373622.0,138000000.0,117.0,0,909323629
14963181.0,100000000.0,102.0,0,0
33980703.0,9000000.0,99.0,0,0
158915.0,26000000.0,116.0,0,0
19655468.0,65000000.0,97.0,0,210209289
9421528.0,40000000.0,121.0,0,0
3259145.0,90000000.0,123.0,0,100267327
3373893.0,37500000.0,126.0,0,45774257
42082052.0,100000000.0,138.0,1,0
6779030.0,90000000.0,85.0,0,0
10496627.0,13500000.0,87.0,0,0
5364516.0,18000000.0,96.0,0,0
759343.0,60000000.0,119.0,0,75769687
29050956.0,16000000.0,109.0,1,210209289
6776205.0,12000000.0,90.0,0,0
820000.0,45000000.0,131.0,0,0
2939322.0,11000000.0,108.0,0,200555391
498061.0,45000000.0,87.0,0,0
5752448.0,90000000.0,128.0,0,194200511
101232739.0,80000000.0,110.0,0,144693862
